id,nome,categoria,valor
76460,Nokia Headset com Microfone Pixel 8 5060,Comunicação,6880.21
89458,Oppo Smartphone Global 4135,Comunicação,1919.41
36093,Motorola Modem 5G iPhone 15 8481,Comunicação,5297.04
157474,Motorola Power Bank Galaxy S23 5678,Comunicação,7689.91
140968,Motorola Smartphone Edition 3559,Comunicação,6483.55
45687,Panasonic Fone de Ouvido Bluetooth Ultra Slim 7853,Eletrônicos,8644.02
94982,Asus Teclado Mecânico Vostro 7420,Informática,11141.42
82360,Motorola Capa de Silicone Pixel 8 7314,Comunicação,1741.37
175207,Samsung Caixa de Som Echo OLED 2318,Eletrônicos,9815.09
171226,Oppo Headset com Microfone Global 2546,Comunicação,860.98
95935,Philips Smart TV 4K QLED 7135,Eletrônicos,7343.12
25085,Oppo Modem 5G Moto G 3268,Comunicação,6892.03
69182,MSI Roteador Wi-Fi 6 MacBook Air 6701,Informática,11126.28
107616,LG Smart TV 4K Pro 2024 6088,Eletrônicos,6539.22
153485,Huawei Modem 5G Global 9878,Comunicação,3437.19
104145,Nokia Headset com Microfone Redmi Note 2881,Comunicação,1851.54
11609,Samsung Capa de Silicone Galaxy S23 8752,Comunicação,2519.82
182412,Sony Micro-ondas Plus 930,Eletrônicos,8362.61
142863,MSI Teclado Mecânico MacBook Air 1955,Informática,10518.88
193306,Realme Modem 5G Galaxy S23 8255,Comunicação,774.87
110894,Samsung Power Bank Moto G 2587,Comunicação,288.24
12182,LG Soundbar Ultra Slim 2227,Eletrônicos,4456.5
146272,Logitech Mouse Sem Fio Legion 9958,Informática,8217.33
55482,Asus Roteador Wi-Fi 6 ThinkPad 5265,Informática,5862.83
67092,Corsair Placa de Vídeo RTX G Series 1902,Informática,12129.75
16251,LG Home Theater Ultra Slim 6045,Eletrônicos,7308.98
178618,JBL Caixa de Som Echo OLED 6462,Eletrônicos,10367.76
133396,Samsung Smartwatch Galaxy S23 5511,Comunicação,4597.12
82228,Dell Notebook Legion 8274,Informática,7726.95
173011,Sony Soundbar OLED 972,Eletrônicos,4154.11
167398,Bose Home Theater QLED 6977,Eletrônicos,1779.38
103588,Bose Soundbar Ultra Slim 9778,Eletrônicos,4446.77
12021,Oppo Película de Vidro Pixel 8 995,Comunicação,3375.28
77859,Nokia Smartphone iPhone 15 7093,Comunicação,566.51
148302,Razer Roteador Wi-Fi 6 Legion 4193,Informática,12720.81
125991,HP Webcam Full HD ROG Strix 8459,Informática,2104.45
199616,Nokia Smartwatch Pixel 8 8426,Comunicação,6769.46
81723,HP SSD 1TB NVMe Nitro 5 9648,Informática,4908.51
58351,HP Notebook ThinkPad 9315,Informática,13633.84
131171,Dell Webcam Full HD ROG Strix 7584,Informática,5649.74
74278,Apple Power Bank Carbon Edition 1818,Comunicação,1381.06
190245,Asus Monitor Gamer ThinkPad 5195,Informática,3187.32
160060,Motorola Carregador Rápido Carbon Edition 2395,Comunicação,4064.54
42521,Nokia Capa de Silicone Pixel 8 7513,Comunicação,6730.6
191238,Apple Carregador Rápido Pixel 8 1390,Comunicação,3752.26
124778,Sony Fone de Ouvido Bluetooth Elite Edition 2712,Eletrônicos,10977.24
168146,Realme Modem 5G Galaxy S23 5910,Comunicação,103.22
161073,Panasonic Caixa de Som Echo Plus 8325,Eletrônicos,5072.69
152089,Corsair Teclado Mecânico ThinkPad 9714,Informática,1183.41
180177,Corsair Teclado Mecânico Vostro 4255,Informática,10629.99
98700,Motorola Smartphone iPhone 15 2921,Comunicação,3215.25
133282,Oppo Power Bank Moto G 6428,Comunicação,1108.65
166748,Xiaomi Modem 5G Carbon Edition 8961,Comunicação,7899.55
162126,Samsung Cabo HDMI 2.1 Pro 2024 6659,Eletrônicos,11760.73
18882,MSI Notebook Nitro 5 5296,Informática,3039.46
178390,Nokia Power Bank Carbon Edition 6003,Comunicação,3719.66
165797,LG Protetor de Surto QLED 9058,Eletrônicos,3598.12
173352,JBL Caixa de Som Echo Ultra Slim 950,Eletrônicos,9283.79
84685,Panasonic Caixa de Som Echo QLED 9874,Eletrônicos,2517.84
199799,Motorola Carregador Rápido Global 2475,Comunicação,602.6
139099,Samsung Headset com Microfone Edition 4284,Comunicação,611.31
155280,LG Fone de Ouvido Bluetooth Ultra Slim 2277,Eletrônicos,8955.23
96699,Asus Roteador Wi-Fi 6 ThinkPad 637,Informática,14874.92
167802,HP SSD 1TB NVMe G Series 9541,Informática,13679.66
109898,Panasonic Protetor de Surto Elite Edition 1485,Eletrônicos,1913.89
64313,Bose Caixa de Som Echo Crystal 3509,Eletrônicos,6395.12
132116,Sony Smart TV 4K Pro 2024 4584,Eletrônicos,8058.64
66604,Logitech Monitor Gamer Inspiron 7769,Informática,4602.85
43075,Samsung Protetor de Surto Series X 5750,Eletrônicos,2025.06
12250,Lenovo Notebook MacBook Air 5085,Informática,10296.37
17228,Sony Protetor de Surto Pro 2024 3663,Eletrônicos,1821.84
104018,Apple Placa de Vídeo RTX ROG Strix 9734,Informática,9914.59
183769,Corsair Webcam Full HD Legion 9489,Informática,7405.14
64405,Samsung Capa de Silicone Pixel 8 4657,Comunicação,2364.0
47070,Samsung Capa de Silicone Moto G 9918,Comunicação,6088.01
95118,JBL Protetor de Surto Series X 8402,Eletrônicos,2118.65
121060,JBL Cabo HDMI 2.1 Crystal 7220,Eletrônicos,7888.52
129609,Corsair Notebook Nitro 5 7370,Informática,7542.46
111928,TCL Fone de Ouvido Bluetooth Ultra Slim 7480,Eletrônicos,9667.2
97561,Acer Monitor Gamer ThinkPad 3120,Informática,7841.07
55381,TCL Home Theater OLED 4313,Eletrônicos,5794.48
96289,Philips Caixa de Som Echo Plus 5997,Eletrônicos,4145.88
2176,Dell Monitor Gamer Nitro 5 65,Informática,10685.14
188667,Asus Roteador Wi-Fi 6 ROG Strix 9310,Informática,13352.86
35965,Sony Soundbar Series X 3824,Eletrônicos,3464.22
192631,Corsair Placa de Vídeo RTX ROG Strix 5796,Informática,7440.09
36116,JBL Smart TV 4K Plus 3502,Eletrônicos,4183.38
117703,Xiaomi Carregador Rápido Global 8291,Comunicação,6310.13
15049,JBL Cabo HDMI 2.1 Plus 5777,Eletrônicos,7269.66
111790,JBL Home Theater Pro 2024 1648,Eletrônicos,6378.27
188920,Panasonic Caixa de Som Echo Crystal 2240,Eletrônicos,11436.31
80268,Apple Modem 5G Carbon Edition 4855,Comunicação,1628.2
60656,Apple Smartphone Galaxy S23 4481,Comunicação,2089.72
76618,Realme Capa de Silicone Moto G 3146,Comunicação,7852.54
95878,Sony Home Theater OLED 6674,Eletrônicos,3904.32
98728,Bose Protetor de Surto OLED 5621,Eletrônicos,11972.42
95907,MSI Monitor Gamer G Series 9102,Informática,13078.64
82653,Oppo Modem 5G Moto G 5111,Comunicação,4699.9
164141,Logitech Monitor Gamer MacBook Air 9106,Informática,5593.89
80779,Bose Home Theater Crystal 8507,Eletrônicos,8022.44
191794,Asus Roteador Wi-Fi 6 MacBook Air 2825,Informática,13985.35
54355,Razer Roteador Wi-Fi 6 Legion 4676,Informática,11995.46
106664,Sony Soundbar QLED 1010,Eletrônicos,5205.33
174808,Realme Modem 5G Pixel 8 6383,Comunicação,5751.28
177679,Nokia Capa de Silicone Global 7082,Comunicação,5780.72
175445,Asus Monitor Gamer Inspiron 8873,Informática,9610.0
88328,Xiaomi Película de Vidro Redmi Note 6156,Comunicação,742.93
38585,HP Monitor Gamer MacBook Air 9292,Informática,10295.49
122721,Razer Monitor Gamer MacBook Air 5946,Informática,12380.05
112351,Nokia Carregador Rápido Redmi Note 972,Comunicação,6697.1
138886,TCL Cabo HDMI 2.1 Pro 2024 9800,Eletrônicos,11174.69
181530,Corsair Webcam Full HD Nitro 5 2296,Informática,8469.96
73397,Sony Home Theater QLED 6477,Eletrônicos,6391.75
77458,Acer Notebook Legion 2188,Informática,12715.11
102258,Razer Mouse Sem Fio ROG Strix 3863,Informática,13373.13
1569,Sony Cabo HDMI 2.1 OLED 3582,Eletrônicos,3289.1
141456,Dell Notebook MacBook Air 9510,Informática,14385.35
157097,Sony Caixa de Som Echo Ultra Slim 1680,Eletrônicos,6514.7
74684,MSI Roteador Wi-Fi 6 Inspiron 7095,Informática,1894.1
80016,Asus Notebook Legion 3272,Informática,6385.86
161049,Philips Fone de Ouvido Bluetooth Crystal 2864,Eletrônicos,9977.69
108231,Acer Webcam Full HD Nitro 5 540,Informática,1129.15
117730,Logitech Monitor Gamer ThinkPad 3677,Informática,13169.3
88402,Samsung Soundbar Elite Edition 1690,Eletrônicos,5876.06
61598,Nokia Smartphone Pixel 8 1758,Comunicação,2811.84
186167,Acer Notebook Inspiron 3627,Informática,7253.3
18543,Oppo Capa de Silicone Redmi Note 2633,Comunicação,7332.16
74877,Sony Caixa de Som Echo Pro 2024 1211,Eletrônicos,5937.1
66647,LG Cabo HDMI 2.1 Plus 8516,Eletrônicos,7285.4
194141,Philips Cabo HDMI 2.1 Ultra Slim 1058,Eletrônicos,3514.28
61613,Samsung Carregador Rápido Moto G 1550,Comunicação,3574.0
128488,Motorola Power Bank Pixel 8 8865,Comunicação,6992.51
8927,Dell Mouse Sem Fio Vostro 3960,Informática,9997.96
11008,Nokia Capa de Silicone Global 8959,Comunicação,4281.5
118753,JBL Micro-ondas Series X 9575,Eletrônicos,7015.81
36098,Apple Notebook Nitro 5 6376,Informática,8873.29
43807,MSI SSD 1TB NVMe ThinkPad 2814,Informática,13291.58
30404,Razer Notebook MacBook Air 9844,Informática,11819.83
55111,MSI Mouse Sem Fio G Series 4400,Informática,10194.38
41763,Huawei Power Bank Global 3319,Comunicação,2982.9
173195,Nokia Capa de Silicone Moto G 7667,Comunicação,3377.73
7416,Realme Película de Vidro Galaxy S23 8078,Comunicação,6731.19
180588,Sony Smart TV 4K Series X 2077,Eletrônicos,7112.37
90529,Motorola Smartphone Edition 6439,Comunicação,2491.04
94190,Samsung Capa de Silicone Galaxy S23 1517,Comunicação,1926.64
58194,Apple Placa de Vídeo RTX ROG Strix 6783,Informática,7269.02
199309,Samsung Carregador Rápido Global 3298,Comunicação,6066.83
46324,Acer Roteador Wi-Fi 6 MacBook Air 2137,Informática,9515.68
69572,Oppo Película de Vidro Pixel 8 2279,Comunicação,3828.35
114522,Samsung Headset com Microfone Pixel 8 3538,Comunicação,7919.95
141152,TCL Caixa de Som Echo Pro 2024 342,Eletrônicos,3154.59
110911,Nokia Película de Vidro Moto G 9537,Comunicação,2349.95
113230,Philips Smart TV 4K Pro 2024 7890,Eletrônicos,11362.47
127622,Apple Placa de Vídeo RTX ROG Strix 738,Informática,12644.13
198134,Apple Mouse Sem Fio Vostro 6718,Informática,14772.53
1129,HP Mouse Sem Fio Inspiron 2446,Informática,968.47
142005,Motorola Smartwatch Moto G 2345,Comunicação,1112.05
11382,Xiaomi Headset com Microfone iPhone 15 5383,Comunicação,2484.27
8341,Samsung Smartphone Pixel 8 1358,Comunicação,3924.17
4741,Apple Capa de Silicone Carbon Edition 2999,Comunicação,6041.0
82255,Lenovo Placa de Vídeo RTX ROG Strix 5772,Informática,6196.93
46893,Bose Cabo HDMI 2.1 OLED 720,Eletrônicos,2480.99
5957,Bose Fone de Ouvido Bluetooth Crystal 2567,Eletrônicos,3800.41
86850,Samsung Carregador Rápido Galaxy S23 2510,Comunicação,559.71
60997,JBL Protetor de Surto Pro 2024 4752,Eletrônicos,2937.48
145249,Philips Smart TV 4K Series X 4046,Eletrônicos,9124.52
9824,Corsair Mouse Sem Fio Inspiron 3238,Informática,4425.3
124415,Nokia Carregador Rápido Redmi Note 6298,Comunicação,6977.56
66729,Xiaomi Modem 5G Pixel 8 7485,Comunicação,7237.84
101087,Corsair Mouse Sem Fio Vostro 1512,Informática,1457.23
57893,Logitech Webcam Full HD ROG Strix 3870,Informática,1588.32
173472,Xiaomi Película de Vidro Pixel 8 457,Comunicação,2411.66
128424,Lenovo Placa de Vídeo RTX Nitro 5 7143,Informática,3537.24
27730,Samsung Fone de Ouvido Bluetooth OLED 26,Eletrônicos,10290.73
35150,Motorola Headset com Microfone Moto G 6010,Comunicação,1720.04
59732,Samsung Soundbar QLED 7009,Eletrônicos,9757.89
30657,Asus Roteador Wi-Fi 6 ThinkPad 3122,Informática,11745.83
121365,Nokia Smartphone Global 5985,Comunicação,1357.93
161947,Logitech SSD 1TB NVMe MacBook Air 2102,Informática,1739.79
134693,Corsair Mouse Sem Fio Legion 7963,Informática,5026.03
56361,Apple Modem 5G Redmi Note 8026,Comunicação,1907.68
124363,HP Notebook MacBook Air 4035,Informática,3792.57
108949,Lenovo Mouse Sem Fio G Series 7115,Informática,11614.68
92331,Razer Webcam Full HD Nitro 5 1994,Informática,7836.97
49660,Xiaomi Carregador Rápido Galaxy S23 699,Comunicação,4566.35
72835,Dell Roteador Wi-Fi 6 ROG Strix 2174,Informática,14268.39
77824,Logitech SSD 1TB NVMe G Series 4761,Informática,2324.68
176823,HP Roteador Wi-Fi 6 ThinkPad 7639,Informática,2484.54
123804,JBL Soundbar Plus 1397,Eletrônicos,8134.13
150617,JBL Cabo HDMI 2.1 Plus 209,Eletrônicos,1939.39
101940,Xiaomi Película de Vidro Galaxy S23 8305,Comunicação,3480.98
9366,JBL Micro-ondas Elite Edition 5927,Eletrônicos,11289.3
185581,MSI Placa de Vídeo RTX Legion 6570,Informática,6814.65
64138,Apple Carregador Rápido Carbon Edition 235,Comunicação,605.64
6873,LG Caixa de Som Echo OLED 8900,Eletrônicos,8515.42
65773,Logitech Placa de Vídeo RTX Inspiron 7467,Informática,4598.26
135078,Corsair Teclado Mecânico ROG Strix 1074,Informática,604.24
172311,Oppo Capa de Silicone Carbon Edition 660,Comunicação,3409.88
169612,Sony Protetor de Surto Pro 2024 6980,Eletrônicos,1970.8
53396,Samsung Micro-ondas Elite Edition 4391,Eletrônicos,5601.08
53968,Philips Cabo HDMI 2.1 OLED 3526,Eletrônicos,2338.47
140068,Apple Notebook G Series 1874,Informática,6636.15
145147,Huawei Smartphone Edition 1077,Comunicação,4308.91
100274,Nokia Capa de Silicone Moto G 7864,Comunicação,7479.09
5820,MSI Teclado Mecânico Vostro 9732,Informática,11186.49
71343,Philips Fone de Ouvido Bluetooth OLED 3663,Eletrônicos,11024.75
143889,Motorola Smartphone Carbon Edition 3241,Comunicação,3824.52
40405,LG Smart TV 4K QLED 3699,Eletrônicos,10490.77
130285,Acer SSD 1TB NVMe Legion 7813,Informática,10565.56
48015,Xiaomi Power Bank Carbon Edition 3620,Comunicação,561.21
186651,Nokia Carregador Rápido Galaxy S23 4783,Comunicação,2634.21
28398,Oppo Smartphone Edition 4069,Comunicação,79.11
83197,Samsung Smart TV 4K QLED 559,Eletrônicos,7950.99
80324,Nokia Capa de Silicone Carbon Edition 8965,Comunicação,7459.02
172017,MSI Monitor Gamer Vostro 8552,Informática,7529.08
165831,Lenovo Teclado Mecânico Nitro 5 4343,Informática,1651.18
79504,Razer Roteador Wi-Fi 6 ROG Strix 6351,Informática,6030.44
196724,Lenovo Webcam Full HD ThinkPad 1415,Informática,6089.71
167542,Lenovo Mouse Sem Fio Nitro 5 1653,Informática,3374.57
43444,Oppo Smartphone Moto G 4876,Comunicação,5931.19
142601,Bose Soundbar Crystal 5938,Eletrônicos,8086.91
51821,Huawei Smartwatch Moto G 1534,Comunicação,3368.71
29,Samsung Smartwatch Pixel 8 8736,Comunicação,1813.35
117377,Samsung Caixa de Som Echo Elite Edition 147,Eletrônicos,10065.02
174885,Nokia Capa de Silicone Carbon Edition 8396,Comunicação,6661.68
126446,Asus Mouse Sem Fio MacBook Air 5726,Informática,11224.49
23024,Razer Placa de Vídeo RTX MacBook Air 6137,Informática,13868.81
42112,TCL Cabo HDMI 2.1 Pro 2024 4533,Eletrônicos,6540.12
144757,Realme Smartwatch Moto G 7745,Comunicação,4124.42
64293,Sony Caixa de Som Echo Crystal 7727,Eletrônicos,11435.93
20317,Sony Smart TV 4K Series X 6758,Eletrônicos,9821.02
130358,Realme Capa de Silicone Carbon Edition 8870,Comunicação,3795.34
100860,TCL Home Theater Series X 7044,Eletrônicos,4151.0
124071,Nokia Película de Vidro iPhone 15 9207,Comunicação,5003.55
54700,JBL Fone de Ouvido Bluetooth Pro 2024 1292,Eletrônicos,3743.47
70393,Motorola Smartwatch Carbon Edition 2114,Comunicação,946.25
65122,MSI Mouse Sem Fio ROG Strix 8289,Informática,9896.78
41732,Realme Smartwatch Redmi Note 3869,Comunicação,5551.44
65979,MSI Notebook Vostro 2843,Informática,13848.58
37630,Motorola Headset com Microfone Galaxy S23 8938,Comunicação,7426.34
44751,Logitech SSD 1TB NVMe Inspiron 2328,Informática,4459.63
62985,HP Roteador Wi-Fi 6 Legion 4251,Informática,2013.26
76801,Motorola Capa de Silicone Redmi Note 5947,Comunicação,2449.27
58751,Sony Fone de Ouvido Bluetooth Ultra Slim 245,Eletrônicos,10087.05
118178,Acer Mouse Sem Fio Legion 638,Informática,12308.8
16587,Asus Mouse Sem Fio ThinkPad 1271,Informática,9317.1
153854,Apple Película de Vidro Global 8231,Comunicação,7288.08
69677,Panasonic Caixa de Som Echo Elite Edition 8037,Eletrônicos,3289.98
120754,Nokia Smartphone Galaxy S23 403,Comunicação,4025.0
174455,Bose Protetor de Surto Pro 2024 4710,Eletrônicos,9452.99
42642,Corsair Teclado Mecânico ThinkPad 8816,Informática,9798.78
164115,Corsair SSD 1TB NVMe MacBook Air 282,Informática,13592.02
124551,Oppo Headset com Microfone Pixel 8 8493,Comunicação,439.92
78555,TCL Protetor de Surto Crystal 3303,Eletrônicos,6303.28
129553,Nokia Power Bank Edition 1919,Comunicação,3151.28
133345,Oppo Carregador Rápido iPhone 15 5755,Comunicação,2206.99
74896,Samsung Carregador Rápido iPhone 15 2050,Comunicação,5899.3
144530,Corsair Monitor Gamer G Series 7025,Informática,3166.29
188663,LG Caixa de Som Echo Ultra Slim 7857,Eletrônicos,9406.67
144114,Samsung Cabo HDMI 2.1 OLED 2466,Eletrônicos,3729.06
55600,Panasonic Protetor de Surto Ultra Slim 1010,Eletrônicos,4502.64
119873,Lenovo Roteador Wi-Fi 6 Inspiron 3012,Informática,6180.7
167087,MSI Monitor Gamer Vostro 5777,Informática,2481.56
37972,TCL Micro-ondas OLED 6358,Eletrônicos,7927.13
104925,MSI Monitor Gamer Vostro 127,Informática,14090.8
32355,Samsung Power Bank Global 4580,Comunicação,4505.51
84344,Panasonic Soundbar Pro 2024 9081,Eletrônicos,7728.83
123814,Logitech Webcam Full HD Nitro 5 4454,Informática,8780.24
50429,Razer Teclado Mecânico Inspiron 8741,Informática,1930.57
112184,MSI Teclado Mecânico Legion 5119,Informática,13949.75
148252,LG Fone de Ouvido Bluetooth Crystal 2298,Eletrônicos,11197.93
1016,Xiaomi Smartphone iPhone 15 79,Comunicação,1260.0
17329,TCL Fone de Ouvido Bluetooth OLED 2883,Eletrônicos,2211.99
69851,Corsair Webcam Full HD Nitro 5 3001,Informática,7049.58
41902,Nokia Headset com Microfone Edition 5248,Comunicação,5820.37
157835,Realme Capa de Silicone Galaxy S23 7706,Comunicação,7602.88
6861,Nokia Modem 5G Edition 3440,Comunicação,6158.48
122356,Philips Caixa de Som Echo QLED 1825,Eletrônicos,10076.22
148238,Samsung Soundbar Pro 2024 6609,Eletrônicos,9530.57
183832,Xiaomi Smartwatch iPhone 15 1323,Comunicação,278.91
37105,TCL Protetor de Surto Series X 9799,Eletrônicos,5954.22
58264,JBL Soundbar Ultra Slim 7721,Eletrônicos,11531.95
38669,HP Notebook Legion 8403,Informática,3988.36
115456,Philips Micro-ondas Crystal 4130,Eletrônicos,6065.67
168562,Apple Monitor Gamer ROG Strix 4817,Informática,8675.63
199476,Corsair Roteador Wi-Fi 6 ThinkPad 3585,Informática,11135.5
25778,Dell Mouse Sem Fio Nitro 5 9784,Informática,9154.38
17491,Motorola Carregador Rápido Galaxy S23 4266,Comunicação,4776.24
105143,Bose Micro-ondas Elite Edition 4998,Eletrônicos,10379.21
141612,Xiaomi Película de Vidro Galaxy S23 8329,Comunicação,395.03
188885,Asus Roteador Wi-Fi 6 MacBook Air 8649,Informática,2685.47
82623,LG Fone de Ouvido Bluetooth Series X 3497,Eletrônicos,10814.46
173066,Acer Placa de Vídeo RTX G Series 288,Informática,7173.21
129148,Lenovo Monitor Gamer G Series 6770,Informática,11916.68
148448,Corsair Webcam Full HD ROG Strix 7056,Informática,5016.68
69911,Razer Mouse Sem Fio ROG Strix 3314,Informática,12272.47
155414,Razer Monitor Gamer MacBook Air 4561,Informática,4567.34
161666,Xiaomi Headset com Microfone Moto G 3052,Comunicação,4956.64
99738,JBL Home Theater Elite Edition 3781,Eletrônicos,8799.63
54294,MSI Teclado Mecânico G Series 3245,Informática,10414.13
142565,Corsair Webcam Full HD Nitro 5 8696,Informática,2281.65
178313,Panasonic Protetor de Surto Plus 9266,Eletrônicos,10319.46
80030,Corsair Monitor Gamer Vostro 5815,Informática,5344.41
186513,Motorola Capa de Silicone Galaxy S23 9120,Comunicação,1608.7
8299,Xiaomi Modem 5G Edition 734,Comunicação,7907.02
90036,Apple Carregador Rápido Edition 7057,Comunicação,1553.34
65411,Samsung Soundbar Ultra Slim 7669,Eletrônicos,3718.78
195819,Dell Placa de Vídeo RTX G Series 7995,Informática,12684.04
140456,LG Smart TV 4K Elite Edition 7895,Eletrônicos,7047.65
126955,Bose Micro-ondas Pro 2024 6413,Eletrônicos,6009.04
2918,LG Home Theater Pro 2024 6145,Eletrônicos,11791.18
5643,HP Notebook Nitro 5 3531,Informática,3980.37
26823,Xiaomi Smartphone Carbon Edition 4564,Comunicação,5645.95
145879,Corsair Mouse Sem Fio ThinkPad 4317,Informática,3883.9
143552,Logitech Notebook Vostro 4269,Informática,4120.95
5520,Dell Webcam Full HD G Series 7058,Informática,7995.56
142793,Realme Película de Vidro Carbon Edition 6386,Comunicação,7736.81
43840,Samsung Caixa de Som Echo QLED 3578,Eletrônicos,8439.62
171288,Huawei Capa de Silicone Redmi Note 7167,Comunicação,1741.28
147277,Panasonic Micro-ondas Series X 4128,Eletrônicos,7243.31
174286,Huawei Headset com Microfone iPhone 15 2195,Comunicação,2609.69
126243,Razer Teclado Mecânico G Series 7194,Informática,13125.97
47809,Lenovo Roteador Wi-Fi 6 Nitro 5 3172,Informática,12921.46
115140,JBL Protetor de Surto Plus 6220,Eletrônicos,4694.08
167521,Acer Monitor Gamer Nitro 5 8237,Informática,11275.13
163857,Oppo Carregador Rápido Global 5799,Comunicação,4055.74
49731,Asus Teclado Mecânico Inspiron 8257,Informática,10377.97
13535,Philips Protetor de Surto Crystal 936,Eletrônicos,7191.6
148370,Samsung Smartwatch iPhone 15 2681,Comunicação,3244.84
9075,Samsung Power Bank Moto G 9054,Comunicação,3425.61
164838,Motorola Smartwatch iPhone 15 407,Comunicação,2630.83
18442,Samsung Modem 5G Global 6587,Comunicação,7824.01
146820,TCL Protetor de Surto Ultra Slim 1945,Eletrônicos,2124.24
187793,Bose Home Theater Crystal 1597,Eletrônicos,5575.39
119288,Xiaomi Modem 5G Redmi Note 4142,Comunicação,7319.58
27739,Lenovo Placa de Vídeo RTX Nitro 5 893,Informática,4768.26
71892,Logitech Webcam Full HD ThinkPad 6759,Informática,1211.27
176055,Bose Cabo HDMI 2.1 OLED 346,Eletrônicos,2595.74
135790,Acer Placa de Vídeo RTX ROG Strix 357,Informática,2295.58
69751,Razer Monitor Gamer ROG Strix 6381,Informática,3996.77
48321,TCL Caixa de Som Echo QLED 5113,Eletrônicos,5237.35
47192,Motorola Smartphone iPhone 15 3781,Comunicação,4296.14
173275,Logitech Teclado Mecânico MacBook Air 5536,Informática,5593.41
154755,Apple Smartwatch Pixel 8 287,Comunicação,7687.13
97535,Philips Caixa de Som Echo Elite Edition 2919,Eletrônicos,10881.95
24767,Nokia Smartwatch Moto G 6751,Comunicação,5670.41
156819,Samsung Protetor de Surto Plus 1698,Eletrônicos,7070.73
145794,Samsung Smart TV 4K QLED 8653,Eletrônicos,7633.8
197968,Logitech Roteador Wi-Fi 6 MacBook Air 769,Informática,2564.49
103248,Xiaomi Smartwatch Pixel 8 8389,Comunicação,2486.84
